item_a,item_b,cooccurrence_count
ITEM_3379,ITEM_4227,1
ITEM_3902,ITEM_4183,1
ITEM_2607,ITEM_564,1
ITEM_3799,ITEM_4877,1
ITEM_1890,ITEM_4251,1
ITEM_2284,ITEM_3355,1
ITEM_2764,ITEM_4300,1
ITEM_1174,ITEM_729,1
ITEM_707,ITEM_939,1
ITEM_1845,ITEM_2726,1
ITEM_2846,ITEM_4224,1
ITEM_107,ITEM_4165,1
ITEM_2259,ITEM_3365,1
ITEM_4040,ITEM_771,1
ITEM_1602,ITEM_4006,1
ITEM_2556,ITEM_938,1
ITEM_1802,ITEM_2163,1
ITEM_1714,ITEM_4323,1
ITEM_4425,ITEM_4500,1
ITEM_2005,ITEM_3956,1
ITEM_2616,ITEM_4891,1
ITEM_1672,ITEM_616,1
ITEM_2040,ITEM_2433,1
ITEM_1555,ITEM_448,1
ITEM_2943,ITEM_3234,1
ITEM_1852,ITEM_3632,1
ITEM_2420,ITEM_2988,1
ITEM_4852,ITEM_688,1
ITEM_2026,ITEM_2100,1
ITEM_1180,ITEM_3371,1
ITEM_379,ITEM_4985,1
ITEM_1777,ITEM_1932,1
ITEM_1293,ITEM_2142,1
ITEM_1065,ITEM_2372,1
ITEM_1679,ITEM_1758,1
ITEM_1676,ITEM_2628,1
ITEM_4045,ITEM_4578,1
ITEM_1670,ITEM_4557,1
ITEM_1087,ITEM_2691,1
ITEM_1280,ITEM_2238,1
ITEM_2631,ITEM_3410,1
ITEM_1439,ITEM_176,1
ITEM_2235,ITEM_3360,1
ITEM_1343,ITEM_2263,1
ITEM_1797,ITEM_3590,1
ITEM_12,ITEM_3609,1
ITEM_3209,ITEM_3777,1
ITEM_92,ITEM_964,1
ITEM_4444,ITEM_4641,1
ITEM_1257,ITEM_952,1
ITEM_3408,ITEM_4588,1
ITEM_3875,ITEM_928,1
ITEM_2101,ITEM_3729,1
ITEM_485,ITEM_997,1
ITEM_1376,ITEM_90,1
ITEM_36,ITEM_3959,1
ITEM_3464,ITEM_4154,1
ITEM_1589,ITEM_4210,1
ITEM_4652,ITEM_4993,1
ITEM_1947,ITEM_2468,1
ITEM_1148,ITEM_3824,1
ITEM_3709,ITEM_4148,1
ITEM_2405,ITEM_4978,1
ITEM_1327,ITEM_1669,1
ITEM_2163,ITEM_463,1
ITEM_4345,ITEM_4993,1
ITEM_1442,ITEM_4855,1
ITEM_1864,ITEM_3229,1
ITEM_2502,ITEM_4504,1
ITEM_1943,ITEM_538,1
ITEM_136,ITEM_1525,1
ITEM_2330,ITEM_988,1
ITEM_3457,ITEM_4293,1
ITEM_2034,ITEM_31,1
ITEM_1594,ITEM_3086,1
ITEM_2152,ITEM_4361,1
ITEM_1044,ITEM_2430,1
ITEM_1713,ITEM_3977,1
ITEM_2143,ITEM_3627,1
ITEM_253,ITEM_904,1
ITEM_2066,ITEM_4136,1
ITEM_4895,ITEM_740,1
ITEM_3922,ITEM_523,1
ITEM_2487,ITEM_2499,1
ITEM_1661,ITEM_2321,1
ITEM_1452,ITEM_3058,1
ITEM_150,ITEM_2463,1
ITEM_2419,ITEM_3655,1
ITEM_4202,ITEM_806,1
ITEM_2726,ITEM_4581,1
ITEM_2421,ITEM_360,1
ITEM_4162,ITEM_4728,1
ITEM_100,ITEM_1821,1
ITEM_1758,ITEM_210,1
ITEM_1362,ITEM_1796,1
ITEM_1031,ITEM_2649,1
ITEM_2775,ITEM_3015,1
ITEM_156,ITEM_2338,1
ITEM_1235,ITEM_3485,1
ITEM_1932,ITEM_3556,1
ITEM_352,ITEM_3716,1
ITEM_1081,ITEM_4525,1
ITEM_375,ITEM_4158,1
ITEM_4052,ITEM_4659,1
ITEM_2841,ITEM_4771,1
ITEM_2197,ITEM_68,1
ITEM_2229,ITEM_3927,1
ITEM_3008,ITEM_4531,1
ITEM_1674,ITEM_898,1
ITEM_3706,ITEM_4975,1
ITEM_2670,ITEM_3682,1
ITEM_3408,ITEM_3543,1
ITEM_2639,ITEM_3804,1
ITEM_1248,ITEM_311,1
ITEM_1614,ITEM_4180,1
ITEM_3010,ITEM_4445,1
ITEM_2791,ITEM_2920,1
ITEM_2551,ITEM_3575,1
ITEM_1081,ITEM_2166,1
ITEM_2527,ITEM_597,1
ITEM_2195,ITEM_4361,1
ITEM_1918,ITEM_3618,1
ITEM_1406,ITEM_2771,1
ITEM_2587,ITEM_4954,1
ITEM_1542,ITEM_2148,1
ITEM_2530,ITEM_3907,1
ITEM_3787,ITEM_4483,1
ITEM_2492,ITEM_409,1
ITEM_2471,ITEM_964,1
ITEM_1520,ITEM_1809,1
ITEM_3101,ITEM_3768,1
ITEM_4444,ITEM_4617,1
ITEM_2828,ITEM_4119,1
ITEM_1551,ITEM_2770,1
ITEM_3611,ITEM_3940,1
ITEM_1576,ITEM_3878,1
ITEM_3616,ITEM_4791,1
ITEM_168,ITEM_3404,1
ITEM_4394,ITEM_4428,1
ITEM_3353,ITEM_4248,1
ITEM_1932,ITEM_3229,1
ITEM_1014,ITEM_3346,1
ITEM_1219,ITEM_4771,1
ITEM_2672,ITEM_3843,1
ITEM_2499,ITEM_349,1
ITEM_3164,ITEM_3457,1
ITEM_103,ITEM_3999,1
ITEM_2286,ITEM_531,1
ITEM_3273,ITEM_67,1
ITEM_1768,ITEM_3916,1
ITEM_1821,ITEM_795,1
ITEM_4396,ITEM_530,1
ITEM_4875,ITEM_4957,1
ITEM_2911,ITEM_4108,1
ITEM_1445,ITEM_151,1
ITEM_3694,ITEM_390,1
ITEM_3184,ITEM_4250,1
ITEM_3497,ITEM_4064,1
ITEM_1812,ITEM_729,1
ITEM_2759,ITEM_3672,1
ITEM_3759,ITEM_832,1
ITEM_2422,ITEM_3380,1
ITEM_129,ITEM_3825,1
ITEM_2036,ITEM_253,1
ITEM_2544,ITEM_4563,1
ITEM_2160,ITEM_2382,1
ITEM_2253,ITEM_4476,1
ITEM_179,ITEM_4570,1
ITEM_1549,ITEM_2629,1
ITEM_1916,ITEM_3752,1
ITEM_2812,ITEM_3066,1
ITEM_1206,ITEM_1324,1
ITEM_1600,ITEM_3,1
ITEM_2420,ITEM_2577,1
ITEM_4487,ITEM_545,1
ITEM_204,ITEM_2309,1
ITEM_3145,ITEM_4352,1
ITEM_1773,ITEM_4071,1
ITEM_1299,ITEM_3372,1
ITEM_3347,ITEM_3976,1
ITEM_2816,ITEM_3823,1
ITEM_652,ITEM_823,1
ITEM_2386,ITEM_4721,1
ITEM_4283,ITEM_4373,1
ITEM_2318,ITEM_4957,1
ITEM_1942,ITEM_3782,1
ITEM_2076,ITEM_4873,1
ITEM_1077,ITEM_316,1
ITEM_3474,ITEM_4411,1
ITEM_2171,ITEM_379,1
ITEM_3934,ITEM_4994,1
ITEM_1967,ITEM_383,1
ITEM_501,ITEM_59,1
ITEM_2704,ITEM_335,1
ITEM_3499,ITEM_697,1
ITEM_4520,ITEM_470,1
ITEM_1697,ITEM_576,1
ITEM_1020,ITEM_3072,1
ITEM_1932,ITEM_42,1
ITEM_167,ITEM_2423,1
ITEM_4630,ITEM_73,1
ITEM_3045,ITEM_3901,1
ITEM_2094,ITEM_4871,1
ITEM_4596,ITEM_4782,1
ITEM_1544,ITEM_728,1
ITEM_1955,ITEM_4829,1
ITEM_1744,ITEM_3780,1
ITEM_1589,ITEM_1918,1
ITEM_2231,ITEM_2740,1
ITEM_180,ITEM_4643,1
ITEM_3181,ITEM_3444,1
ITEM_1380,ITEM_1600,1
ITEM_2712,ITEM_3934,1
ITEM_3793,ITEM_4398,1
ITEM_1652,ITEM_2675,1
ITEM_3932,ITEM_885,1
ITEM_1576,ITEM_4256,1
ITEM_3728,ITEM_4138,1
ITEM_2628,ITEM_350,1
ITEM_2916,ITEM_792,1
ITEM_4052,ITEM_4739,1
ITEM_1092,ITEM_1565,1
ITEM_1327,ITEM_962,1
ITEM_1270,ITEM_2431,1
ITEM_3838,ITEM_735,1
ITEM_3250,ITEM_3974,1
ITEM_254,ITEM_2928,1
ITEM_2622,ITEM_413,1
ITEM_2587,ITEM_699,1
ITEM_3016,ITEM_843,1
ITEM_1248,ITEM_1352,1
ITEM_1757,ITEM_2078,1
ITEM_641,ITEM_903,1
ITEM_3386,ITEM_3714,1
ITEM_106,ITEM_3686,1
ITEM_1511,ITEM_1941,1
ITEM_1198,ITEM_784,1
ITEM_4615,ITEM_545,1
ITEM_1847,ITEM_2492,1
ITEM_1072,ITEM_2874,1
ITEM_1493,ITEM_2579,1
ITEM_2026,ITEM_2990,1
ITEM_2401,ITEM_2892,1
ITEM_1155,ITEM_60,1
ITEM_133,ITEM_303,1
ITEM_1069,ITEM_2855,1
ITEM_1319,ITEM_2213,1
ITEM_3882,ITEM_4495,1
ITEM_1045,ITEM_3949,1
ITEM_2360,ITEM_2492,1
ITEM_3840,ITEM_600,1
ITEM_1213,ITEM_601,1
ITEM_1771,ITEM_2403,1
ITEM_143,ITEM_4595,1
ITEM_1914,ITEM_956,1
ITEM_3026,ITEM_3252,1
ITEM_619,ITEM_925,1
ITEM_1803,ITEM_2143,1
ITEM_2698,ITEM_4119,1
ITEM_1876,ITEM_2849,1
ITEM_2138,ITEM_2902,1
ITEM_2509,ITEM_3513,1
ITEM_106,ITEM_112,1
ITEM_2049,ITEM_3278,1
ITEM_1007,ITEM_1259,1
ITEM_3553,ITEM_4921,1
ITEM_3981,ITEM_4638,1
ITEM_3205,ITEM_3719,1
ITEM_3268,ITEM_4152,1
ITEM_194,ITEM_3548,1
ITEM_1257,ITEM_153,1
ITEM_1975,ITEM_4046,1
ITEM_4543,ITEM_4657,1
ITEM_4899,ITEM_4967,1
ITEM_2138,ITEM_4719,1
ITEM_3123,ITEM_4569,1
ITEM_1188,ITEM_4535,1
ITEM_3930,ITEM_4446,1
ITEM_121,ITEM_3256,1
ITEM_2963,ITEM_30,1
ITEM_1538,ITEM_402,1
ITEM_1372,ITEM_3446,1
ITEM_1476,ITEM_2920,1
ITEM_1820,ITEM_4264,1
ITEM_1872,ITEM_3430,1
ITEM_2142,ITEM_649,1
ITEM_2332,ITEM_87,1
ITEM_3090,ITEM_3279,1
ITEM_3176,ITEM_737,1
ITEM_3194,ITEM_922,1
ITEM_3071,ITEM_4394,1
ITEM_2992,ITEM_3712,1
ITEM_4865,ITEM_708,1
ITEM_2751,ITEM_3169,1
ITEM_3066,ITEM_3868,1
ITEM_18,ITEM_3849,1
ITEM_2034,ITEM_2117,1
ITEM_1391,ITEM_3624,1
ITEM_2059,ITEM_504,1
ITEM_2421,ITEM_2949,1
ITEM_4336,ITEM_685,1
ITEM_2902,ITEM_4049,1
ITEM_1225,ITEM_314,1
ITEM_1676,ITEM_435,1
ITEM_1706,ITEM_4686,1
ITEM_2827,ITEM_4727,1
ITEM_710,ITEM_762,1
ITEM_1652,ITEM_773,1
ITEM_1785,ITEM_3503,1
ITEM_1392,ITEM_1923,1
ITEM_1632,ITEM_3648,1
ITEM_1531,ITEM_2688,1
ITEM_2449,ITEM_3859,1
ITEM_3853,ITEM_4235,1
ITEM_2907,ITEM_3767,1
ITEM_2393,ITEM_3861,1
ITEM_3870,ITEM_4159,1
ITEM_3061,ITEM_4563,1
ITEM_4243,ITEM_752,1
ITEM_2486,ITEM_4594,1
ITEM_1890,ITEM_2947,1
ITEM_1393,ITEM_4743,1
ITEM_1678,ITEM_955,1
ITEM_3422,ITEM_4378,1
ITEM_348,ITEM_673,1
ITEM_2071,ITEM_3653,1
ITEM_2163,ITEM_3441,1
ITEM_1890,ITEM_2251,1
ITEM_1028,ITEM_1515,1
ITEM_1421,ITEM_988,1
ITEM_1293,ITEM_975,1
ITEM_2986,ITEM_980,1
ITEM_4526,ITEM_4649,1
ITEM_3917,ITEM_4979,1
ITEM_2941,ITEM_4229,1
ITEM_3346,ITEM_3885,1
ITEM_167,ITEM_2999,1
ITEM_167,ITEM_3575,1
ITEM_218,ITEM_3127,1
ITEM_1206,ITEM_1714,1
ITEM_1249,ITEM_3081,1
ITEM_4004,ITEM_4762,1
ITEM_2100,ITEM_4153,1
ITEM_2397,ITEM_3224,1
ITEM_2848,ITEM_4317,1
ITEM_1024,ITEM_598,1
ITEM_1522,ITEM_2254,1
ITEM_536,ITEM_888,1
ITEM_1303,ITEM_4505,1
ITEM_1415,ITEM_1874,1
ITEM_1534,ITEM_3528,1
ITEM_1566,ITEM_3588,1
ITEM_3588,ITEM_3898,1
ITEM_3347,ITEM_4485,1
ITEM_2870,ITEM_4423,1
ITEM_2081,ITEM_4736,1
ITEM_3066,ITEM_4034,1
ITEM_1795,ITEM_2503,1
ITEM_4155,ITEM_810,1
ITEM_2990,ITEM_3826,1
ITEM_2807,ITEM_823,1
ITEM_2495,ITEM_4754,1
ITEM_1271,ITEM_1812,1
ITEM_3738,ITEM_890,1
ITEM_2172,ITEM_2273,1
ITEM_2776,ITEM_2956,1
ITEM_3220,ITEM_900,1
ITEM_2712,ITEM_840,1
ITEM_3556,ITEM_536,1
ITEM_1082,ITEM_1231,1
ITEM_124,ITEM_689,1
ITEM_2876,ITEM_4354,1
ITEM_2479,ITEM_2681,1
ITEM_3236,ITEM_3988,1
ITEM_3647,ITEM_4870,1
ITEM_2835,ITEM_3062,1
ITEM_3167,ITEM_4371,1
ITEM_3996,ITEM_4765,1
ITEM_1780,ITEM_3907,1
ITEM_2804,ITEM_2954,1
ITEM_1748,ITEM_2480,1
ITEM_4589,ITEM_4827,1
ITEM_2484,ITEM_4931,1
ITEM_1587,ITEM_3693,1
ITEM_2088,ITEM_855,1
ITEM_1726,ITEM_4646,1
ITEM_1163,ITEM_4464,1
ITEM_2499,ITEM_888,1
ITEM_2883,ITEM_4936,1
ITEM_3120,ITEM_842,1
ITEM_1146,ITEM_612,1
ITEM_2715,ITEM_4946,1
ITEM_1372,ITEM_438,1
ITEM_2771,ITEM_4590,1
ITEM_2672,ITEM_4190,1
ITEM_1843,ITEM_2476,1
ITEM_1672,ITEM_799,1
ITEM_1014,ITEM_676,1
ITEM_2020,ITEM_3535,1
ITEM_4153,ITEM_798,1
ITEM_1360,ITEM_170,1
ITEM_2798,ITEM_4768,1
ITEM_60,ITEM_675,1
ITEM_2742,ITEM_4512,1
ITEM_3388,ITEM_994,1
ITEM_2157,ITEM_2715,1
ITEM_670,ITEM_899,1
ITEM_4706,ITEM_504,1
ITEM_1476,ITEM_3209,1
ITEM_312,ITEM_3528,1
ITEM_1505,ITEM_577,1
ITEM_4222,ITEM_4263,1
ITEM_1099,ITEM_3951,1
ITEM_1625,ITEM_307,1
ITEM_2426,ITEM_4500,1
ITEM_2610,ITEM_3853,1
ITEM_443,ITEM_4997,1
ITEM_238,ITEM_2748,1
ITEM_1955,ITEM_3065,1
ITEM_1039,ITEM_174,1
ITEM_2125,ITEM_3104,1
ITEM_2234,ITEM_3008,1
ITEM_3204,ITEM_4935,1
ITEM_4083,ITEM_4572,1
ITEM_3287,ITEM_4607,1
ITEM_2279,ITEM_4654,1
ITEM_3007,ITEM_3326,1
ITEM_1734,ITEM_332,1
ITEM_1108,ITEM_3066,1
ITEM_2002,ITEM_639,1
ITEM_353,ITEM_941,1
ITEM_2540,ITEM_2689,1
ITEM_3196,ITEM_894,1
ITEM_1676,ITEM_844,1
ITEM_337,ITEM_4464,1
ITEM_4016,ITEM_4416,1
ITEM_3025,ITEM_620,1
ITEM_2699,ITEM_3671,1
ITEM_1370,ITEM_1897,1
ITEM_2420,ITEM_549,1
ITEM_1159,ITEM_4823,1
ITEM_4287,ITEM_87,1
ITEM_148,ITEM_4131,1
ITEM_1526,ITEM_3888,1
ITEM_735,ITEM_925,1
ITEM_688,ITEM_796,1
ITEM_330,ITEM_611,1
ITEM_3202,ITEM_3546,1
ITEM_3191,ITEM_3441,1
ITEM_3288,ITEM_3573,1
ITEM_1392,ITEM_3254,1
ITEM_2729,ITEM_3023,1
ITEM_3719,ITEM_4518,1
ITEM_2761,ITEM_3110,1
ITEM_1139,ITEM_671,1
ITEM_4243,ITEM_701,1
ITEM_2687,ITEM_3151,1
ITEM_2557,ITEM_3191,1
ITEM_3589,ITEM_986,1
ITEM_1940,ITEM_879,1
ITEM_3243,ITEM_452,1
ITEM_1727,ITEM_414,1
ITEM_2828,ITEM_4469,1
ITEM_2251,ITEM_3303,1
ITEM_2265,ITEM_3425,1
ITEM_1007,ITEM_1451,1
ITEM_1276,ITEM_3857,1
ITEM_1749,ITEM_3193,1
ITEM_1667,ITEM_255,1
ITEM_3278,ITEM_4518,1
ITEM_3517,ITEM_3941,1
ITEM_1222,ITEM_1986,1
ITEM_4222,ITEM_641,1
ITEM_2713,ITEM_3786,1
ITEM_2008,ITEM_788,1
ITEM_2949,ITEM_4366,1
ITEM_1798,ITEM_4560,1
ITEM_1844,ITEM_2203,1
ITEM_22,ITEM_554,1
ITEM_1518,ITEM_2972,1
ITEM_1470,ITEM_3989,1
ITEM_4366,ITEM_4670,1
ITEM_1353,ITEM_3306,1
ITEM_1869,ITEM_4750,1
ITEM_3845,ITEM_4771,1
ITEM_1499,ITEM_4747,1
ITEM_4174,ITEM_4852,1
ITEM_2577,ITEM_3550,1
ITEM_226,ITEM_3440,1
ITEM_2759,ITEM_3372,1
ITEM_2179,ITEM_4227,1
ITEM_4250,ITEM_4732,1
ITEM_356,ITEM_4872,1
ITEM_3053,ITEM_333,1
ITEM_3632,ITEM_3743,1
ITEM_1005,ITEM_476,1
ITEM_2005,ITEM_4328,1
ITEM_309,ITEM_89,1
ITEM_4231,ITEM_4665,1
ITEM_3775,ITEM_873,1
ITEM_1247,ITEM_1455,1
ITEM_3560,ITEM_4983,1
ITEM_2790,ITEM_4925,1
ITEM_1002,ITEM_2513,1
ITEM_2552,ITEM_4968,1
ITEM_1853,ITEM_800,1
ITEM_1873,ITEM_3747,1
ITEM_1344,ITEM_1720,1
ITEM_277,ITEM_464,1
ITEM_125,ITEM_3231,1
ITEM_2621,ITEM_4687,1
ITEM_2767,ITEM_3458,1
ITEM_1187,ITEM_3724,1
ITEM_3211,ITEM_819,1
ITEM_1455,ITEM_271,1
ITEM_2430,ITEM_3742,1
ITEM_2671,ITEM_824,1
ITEM_3233,ITEM_3577,1
ITEM_1621,ITEM_3476,1
ITEM_1983,ITEM_3137,1
ITEM_2209,ITEM_55,1
ITEM_1356,ITEM_1910,1
ITEM_2509,ITEM_4866,1
ITEM_2703,ITEM_4725,1
ITEM_1619,ITEM_3231,1
ITEM_2012,ITEM_3335,1
ITEM_1835,ITEM_644,1
ITEM_3662,ITEM_4147,1
ITEM_1759,ITEM_31,1
ITEM_1117,ITEM_1478,1
ITEM_372,ITEM_4419,1
ITEM_2960,ITEM_4196,1
ITEM_3119,ITEM_4827,1
ITEM_179,ITEM_2237,1
ITEM_3906,ITEM_4817,1
ITEM_2072,ITEM_4485,1
ITEM_2058,ITEM_940,1
ITEM_1696,ITEM_532,1
ITEM_2417,ITEM_4807,1
ITEM_2759,ITEM_288,1
ITEM_1966,ITEM_363,1
ITEM_2182,ITEM_4298,1
ITEM_140,ITEM_247,1
ITEM_3597,ITEM_4106,1
ITEM_1033,ITEM_1994,1
ITEM_1574,ITEM_4480,1
ITEM_1326,ITEM_3065,1
ITEM_1984,ITEM_2862,1
ITEM_3988,ITEM_4734,1
ITEM_1737,ITEM_3444,1
ITEM_2810,ITEM_4820,1
ITEM_1571,ITEM_2486,1
ITEM_4008,ITEM_4599,1
ITEM_3453,ITEM_879,1
ITEM_1113,ITEM_3667,1
ITEM_2857,ITEM_3306,1
ITEM_1873,ITEM_2025,1
ITEM_4911,ITEM_926,1
ITEM_1928,ITEM_2029,1
ITEM_4448,ITEM_4931,1
ITEM_1685,ITEM_2103,1
ITEM_1866,ITEM_3305,1
ITEM_2141,ITEM_4531,1
ITEM_155,ITEM_2467,1
ITEM_3231,ITEM_4676,1
ITEM_1853,ITEM_851,1
ITEM_200,ITEM_2154,1
ITEM_2714,ITEM_3410,1
ITEM_2166,ITEM_2929,1
ITEM_3396,ITEM_4570,1
ITEM_2440,ITEM_3124,1
ITEM_3788,ITEM_4551,1
ITEM_4437,ITEM_4585,1
ITEM_1785,ITEM_2698,1
ITEM_1531,ITEM_4942,1
ITEM_3711,ITEM_66,1
ITEM_115,ITEM_4866,1
ITEM_2393,ITEM_3468,1
ITEM_1101,ITEM_3798,1
ITEM_1499,ITEM_3099,1
ITEM_3411,ITEM_4972,1
ITEM_1017,ITEM_1105,1
ITEM_1075,ITEM_674,1
ITEM_1232,ITEM_3684,1
ITEM_1185,ITEM_3160,1
ITEM_3797,ITEM_4550,1
ITEM_318,ITEM_932,1
ITEM_3283,ITEM_4159,1
ITEM_2126,ITEM_578,1
ITEM_3128,ITEM_582,1
ITEM_1123,ITEM_212,1
ITEM_2460,ITEM_2648,1
ITEM_1165,ITEM_3893,1
ITEM_1198,ITEM_2460,1
ITEM_2054,ITEM_256,1
ITEM_3712,ITEM_547,1
ITEM_1718,ITEM_203,1
ITEM_2682,ITEM_3521,1
ITEM_1172,ITEM_1961,1
ITEM_1961,ITEM_4859,1
ITEM_1024,ITEM_648,1
ITEM_2701,ITEM_3607,1
ITEM_3152,ITEM_3267,1
ITEM_1451,ITEM_977,1
ITEM_1846,ITEM_1850,1
ITEM_4143,ITEM_4668,1
ITEM_1841,ITEM_4745,1
ITEM_3315,ITEM_3936,1
ITEM_291,ITEM_4322,1
ITEM_201,ITEM_2076,1
ITEM_3951,ITEM_4981,1
ITEM_2315,ITEM_4909,1
ITEM_1462,ITEM_4495,1
ITEM_210,ITEM_3332,1
ITEM_2211,ITEM_930,1
ITEM_2929,ITEM_3998,1
ITEM_950,ITEM_995,1
ITEM_2183,ITEM_723,1
ITEM_2232,ITEM_568,1
ITEM_103,ITEM_2759,1
ITEM_1898,ITEM_1967,1
ITEM_1154,ITEM_2394,1
ITEM_2636,ITEM_3221,1
ITEM_1001,ITEM_2635,1
ITEM_1878,ITEM_3363,1
ITEM_1955,ITEM_260,1
ITEM_2039,ITEM_4407,1
ITEM_1406,ITEM_2016,1
ITEM_1441,ITEM_4260,1
ITEM_3853,ITEM_4635,1
ITEM_1505,ITEM_4839,1
ITEM_4981,ITEM_563,1
ITEM_1402,ITEM_3114,1
ITEM_720,ITEM_995,1
ITEM_1228,ITEM_2229,1
ITEM_4427,ITEM_722,1
ITEM_1362,ITEM_69,1
ITEM_3009,ITEM_4749,1
ITEM_107,ITEM_538,1
ITEM_2343,ITEM_921,1
ITEM_2263,ITEM_511,1
ITEM_3560,ITEM_4489,1
ITEM_2658,ITEM_2800,1
ITEM_2813,ITEM_4193,1
ITEM_1409,ITEM_3762,1
ITEM_1,ITEM_1646,1
ITEM_1546,ITEM_4485,1
ITEM_116,ITEM_2923,1
ITEM_1197,ITEM_2072,1
ITEM_3410,ITEM_4675,1
ITEM_4720,ITEM_732,1
ITEM_4856,ITEM_875,1
ITEM_1187,ITEM_2494,1
ITEM_1933,ITEM_3363,1
ITEM_1744,ITEM_3379,1
ITEM_1571,ITEM_1776,1
ITEM_250,ITEM_3833,1
ITEM_3996,ITEM_991,1
ITEM_1493,ITEM_4264,1
ITEM_1093,ITEM_4206,1
ITEM_3545,ITEM_3749,1
ITEM_340,ITEM_868,1
ITEM_1266,ITEM_4889,1
ITEM_1350,ITEM_4227,1
ITEM_2508,ITEM_3078,1
ITEM_1355,ITEM_3200,1
ITEM_1337,ITEM_3286,1
ITEM_1366,ITEM_495,1
ITEM_331,ITEM_711,1
ITEM_1094,ITEM_4088,1
ITEM_1209,ITEM_4813,1
ITEM_3374,ITEM_4609,1
ITEM_1098,ITEM_4878,1
ITEM_196,ITEM_664,1
ITEM_2369,ITEM_4161,1
ITEM_3902,ITEM_741,1
ITEM_1152,ITEM_3031,1
ITEM_2433,ITEM_3748,1
ITEM_4095,ITEM_583,1
ITEM_153,ITEM_995,1
ITEM_2737,ITEM_4294,1
ITEM_2016,ITEM_3695,1
ITEM_4597,ITEM_4903,1
ITEM_3892,ITEM_4770,1
ITEM_1818,ITEM_1853,1
ITEM_3574,ITEM_443,1
ITEM_3743,ITEM_4834,1
ITEM_1793,ITEM_4185,1
ITEM_2029,ITEM_2288,1
ITEM_1283,ITEM_1963,1
ITEM_3576,ITEM_4617,1
ITEM_2528,ITEM_4891,1
ITEM_1258,ITEM_3192,1
ITEM_2634,ITEM_793,1
ITEM_1227,ITEM_317,1
ITEM_2742,ITEM_413,1
ITEM_2186,ITEM_3387,1
ITEM_1405,ITEM_2861,1
ITEM_371,ITEM_3936,1
ITEM_4615,ITEM_4743,1
ITEM_1243,ITEM_376,1
ITEM_1563,ITEM_3209,1
ITEM_4958,ITEM_970,1
ITEM_1168,ITEM_2711,1
ITEM_3061,ITEM_4469,1
ITEM_2052,ITEM_244,1
ITEM_1535,ITEM_1761,1
ITEM_2219,ITEM_2336,1
ITEM_1066,ITEM_819,1
ITEM_1826,ITEM_2000,1
ITEM_1945,ITEM_3644,1
ITEM_3412,ITEM_406,1
ITEM_2580,ITEM_4834,1
ITEM_1564,ITEM_1655,1
ITEM_2016,ITEM_4181,1
ITEM_266,ITEM_589,1
ITEM_2062,ITEM_4729,1
ITEM_1968,ITEM_2983,1
ITEM_2745,ITEM_4421,1
ITEM_4520,ITEM_999,1
ITEM_2219,ITEM_4213,1
ITEM_2233,ITEM_2889,1
ITEM_223,ITEM_4331,1
ITEM_3727,ITEM_479,1
ITEM_1868,ITEM_565,1
ITEM_1991,ITEM_4083,1
ITEM_1441,ITEM_1687,1
ITEM_16,ITEM_2141,1
ITEM_1456,ITEM_577,1
ITEM_2605,ITEM_2817,1
ITEM_1789,ITEM_4301,1
ITEM_2485,ITEM_3190,1
ITEM_4820,ITEM_78,1
ITEM_4093,ITEM_4158,1
ITEM_4534,ITEM_762,1
ITEM_1463,ITEM_2445,1
ITEM_1178,ITEM_2338,1
ITEM_385,ITEM_616,1
ITEM_2469,ITEM_3285,1
ITEM_2108,ITEM_630,1
ITEM_1590,ITEM_3937,1
ITEM_1397,ITEM_469,1
ITEM_2139,ITEM_2968,1
ITEM_2955,ITEM_4164,1
ITEM_2656,ITEM_325,1
ITEM_1011,ITEM_1260,1
ITEM_2127,ITEM_31,1
ITEM_4192,ITEM_453,1
ITEM_2041,ITEM_297,1
ITEM_3405,ITEM_416,1
ITEM_2472,ITEM_3676,1
ITEM_186,ITEM_3853,1
ITEM_2820,ITEM_3286,1
ITEM_1322,ITEM_4321,1
ITEM_3640,ITEM_3846,1
ITEM_3830,ITEM_4072,1
ITEM_3807,ITEM_57,1
ITEM_2414,ITEM_399,1
ITEM_2234,ITEM_415,1
ITEM_2241,ITEM_2339,1
ITEM_2068,ITEM_2341,1
ITEM_1465,ITEM_377,1
ITEM_1427,ITEM_2641,1
ITEM_1032,ITEM_329,1
ITEM_1190,ITEM_3719,1
ITEM_2997,ITEM_4093,1
ITEM_1504,ITEM_1992,1
ITEM_3777,ITEM_611,1
ITEM_156,ITEM_3260,1
ITEM_1914,ITEM_4283,1
ITEM_1189,ITEM_15,1
ITEM_2758,ITEM_4236,1
ITEM_1277,ITEM_3718,1
ITEM_2002,ITEM_247,1
ITEM_1421,ITEM_2519,1
ITEM_3729,ITEM_458,1
ITEM_4997,ITEM_839,1
ITEM_1665,ITEM_4950,1
ITEM_1984,ITEM_4862,1
ITEM_3911,ITEM_4876,1
ITEM_1034,ITEM_4836,1
ITEM_1029,ITEM_2032,1
ITEM_3554,ITEM_745,1
ITEM_2570,ITEM_327,1
ITEM_1388,ITEM_874,1
ITEM_1856,ITEM_3766,1
ITEM_4120,ITEM_432,1
ITEM_1044,ITEM_2930,1
ITEM_3781,ITEM_4471,1
ITEM_1477,ITEM_211,1
ITEM_2645,ITEM_3800,1
ITEM_171,ITEM_4891,1
ITEM_1702,ITEM_77,1
ITEM_2075,ITEM_2101,1
